qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
3772,355,807,3,10,15,1:41.015,1:41.418,NoData
3773,355,24,10,15,16,1:41.681,1:41.642,NoData
3774,355,153,5,17,17,1:41.707,1:41.738,NoData
3775,355,67,5,16,18,1:41.824,NoData,NoData
3776,355,15,205,18,19,1:43.516,NoData,NoData
3777,355,5,205,19,20,1:43.712,NoData,NoData
3778,355,10,166,24,21,1:44.095,NoData,NoData
3779,355,810,166,25,22,1:44.510,NoData,NoData
3780,355,811,164,21,23,1:45.085,NoData,NoData
3781,355,32,164,20,24,1:45.296,NoData,NoData
3782,108,30,6,1,1,1:27.173,NoData,NoData
3783,108,22,6,2,2,1:27.418,NoData,NoData
3784,108,31,3,3,3,1:28.101,NoData,NoData
3785,108,49,15,10,4,1:28.274,NoData,NoData
3786,108,44,7,20,5,1:28.288,NoData,NoData
3787,108,35,16,16,6,1:28.420,NoData,NoData
3788,108,2,15,9,7,1:28.464,NoData,NoData
3789,108,18,16,17,8,1:28.682,NoData,NoData
3790,108,23,3,4,9,1:28.830,NoData,NoData
3791,108,4,4,8,10,1:28.928,NoData,NoData
3792,108,14,1,5,11,1:29.105,NoData,NoData
3793,108,15,4,7,12,1:29.136,NoData,NoData
3794,108,21,17,11,13,1:29.344,NoData,NoData
3795,108,17,19,14,14,1:29.367,NoData,NoData
3796,108,8,1,6,15,1:29.470,NoData,NoData
3797,108,43,7,21,16,1:29.538,NoData,NoData
3798,108,52,17,12,17,1:31.242,NoData,NoData
3799,108,42,19,15,18,1:31.723,NoData,NoData
3800,108,51,18,18,19,NoData,NoData,NoData
3801,108,50,18,19,20,NoData,NoData,NoData
3802,110,22,6,2,1,1:13.807,NoData,NoData
3803,110,14,1,5,2,1:13.818,NoData,NoData
3804,110,17,19,14,3,1:13.851,NoData,NoData
3805,110,8,1,6,4,1:13.866,NoData,NoData
3806,110,15,4,7,5,1:13.953,NoData,NoData
3807,110,23,3,4,6,1:14.124,NoData,NoData
3808,110,30,6,1,7,1:14.130,NoData,NoData
3809,110,21,17,11,8,1:14.191,NoData,NoData
3810,110,31,3,3,9,1:14.223,NoData,NoData
3811,110,4,4,8,10,1:14.384,NoData,NoData
3812,110,18,16,17,11,1:14.504,NoData,NoData
3813,110,2,15,9,12,1:14.631,NoData,NoData
3814,110,35,16,16,13,1:14.668,NoData,NoData
3815,110,49,15,10,14,1:14.839,NoData,NoData
3816,110,44,7,20,15,1:14.839,NoData,NoData
3817,110,52,17,12,16,1:15.240,NoData,NoData
3818,110,42,19,15,17,1:15.317,NoData,NoData
3819,110,43,7,21,18,1:15.641,NoData,NoData
3820,110,50,18,19,19,1:16.542,NoData,NoData
3821,110,51,18,18,20,1:16.586,NoData,NoData
3822,111,30,6,1,1,1:22.327,NoData,NoData
3823,111,23,3,4,2,1:22.341,NoData,NoData
3824,111,22,6,2,3,1:22.557,NoData,NoData
3825,111,31,3,3,4,1:22.789,NoData,NoData
3826,111,17,19,14,5,1:23.015,NoData,NoData
3827,111,8,1,6,6,1:23.148,NoData,NoData
3828,111,35,16,16,7,1:23.160,NoData,NoData
3829,111,4,4,8,8,1:23.169,NoData,NoData
3830,111,18,16,17,9,1:23.381,NoData,NoData
3831,111,44,7,20,10,1:23.460,NoData,NoData
3832,111,2,15,9,11,1:23.700,NoData,NoData
3833,111,14,1,5,12,1:23.818,NoData,NoData
3834,111,43,7,21,13,1:23.838,NoData,NoData
3835,111,49,15,10,14,1:23.932,NoData,NoData
3836,111,42,19,15,15,1:24.147,NoData,NoData
3837,111,15,4,7,16,1:24.190,NoData,NoData
3838,111,21,17,11,17,1:24.317,NoData,NoData
3839,111,51,18,18,18,1:25.826,NoData,NoData
3840,111,52,17,12,19,1:26.357,NoData,NoData
3841,111,50,18,19,20,NoData,NoData,NoData
3842,112,30,6,1,1,1:17.762,NoData,NoData
3843,112,22,6,2,2,1:18.020,NoData,NoData
3844,112,4,4,8,3,1:18.233,NoData,NoData
3845,112,15,4,7,4,1:18.615,NoData,NoData
3846,112,18,16,17,5,1:18.704,NoData,NoData
3847,112,44,7,20,6,1:18.811,NoData,NoData
3848,112,23,3,4,7,1:19.006,NoData,NoData
3849,112,14,1,5,8,1:19.128,NoData,NoData
3850,112,31,3,3,9,1:19.377,NoData,NoData
3851,112,49,15,10,10,1:19.427,NoData,NoData
3852,112,35,16,16,11,1:19.563,NoData,NoData
3853,112,17,19,14,12,1:19.615,NoData,NoData
3854,112,43,7,21,13,1:19.623,NoData,NoData
3855,112,2,15,9,14,1:19.646,NoData,NoData
3856,112,52,17,12,15,1:20.215,NoData,NoData
3857,112,42,19,15,16,1:20.308,NoData,NoData
3858,112,21,17,11,17,1:20.976,NoData,NoData
3859,112,51,18,18,18,1:22.104,NoData,NoData
3860,112,50,18,19,19,1:22.237,NoData,NoData
3861,112,8,1,6,20,NoData,NoData,NoData
3862,113,30,6,1,1,1:09.150,NoData,NoData
3863,113,8,1,6,2,1:09.189,NoData,NoData
3864,113,31,3,3,3,1:09.391,NoData,NoData
3865,113,2,15,9,4,1:09.725,NoData,NoData
3866,113,22,6,2,5,1:09.784,NoData,NoData
3867,113,15,4,7,6,1:09.890,NoData,NoData
3868,113,18,16,17,7,1:09.935,NoData,NoData
3869,113,42,19,15,8,1:10.045,NoData,NoData
3870,113,21,17,11,9,1:10.105,NoData,NoData
3871,113,23,3,4,10,1:10.279,NoData,NoData
3872,113,44,7,20,11,1:10.402,NoData,NoData
3873,113,35,16,16,12,1:10.618,NoData,NoData
3874,113,43,7,21,13,1:10.834,NoData,NoData
3875,113,14,1,5,14,1:10.893,NoData,NoData
3876,113,49,15,10,15,1:11.307,NoData,NoData
3877,113,52,17,12,16,1:11.505,NoData,NoData
3878,113,17,19,14,17,1:11.662,NoData,NoData
3879,113,51,18,18,18,1:14.508,NoData,NoData
3880,113,4,4,8,19,1:20.113,NoData,NoData
3881,113,50,18,19,20,NoData,NoData,NoData
3882,114,23,3,4,1,1:15.259,NoData,NoData
3883,114,8,1,6,2,1:15.295,NoData,NoData
3884,114,31,3,3,3,1:15.415,NoData,NoData
3885,114,15,4,7,4,1:15.500,NoData,NoData
3886,114,30,6,1,5,1:15.644,NoData,NoData
3887,114,14,1,5,6,1:15.700,NoData,NoData
3888,114,22,6,2,7,1:15.820,NoData,NoData
3889,114,4,4,8,8,1:15.884,NoData,NoData
3890,114,17,19,14,9,1:16.237,NoData,NoData
3891,114,43,7,21,10,1:16.744,NoData,NoData
3892,114,35,16,16,11,1:16.755,NoData,NoData
3893,114,21,17,11,12,1:16.967,NoData,NoData
3894,114,42,19,15,13,1:17.103,NoData,NoData
3895,114,2,15,9,14,1:17.176,NoData,NoData
3896,114,49,15,10,15,1:17.402,NoData,NoData
3897,114,52,17,12,16,1:17.452,NoData,NoData
3898,114,44,7,20,17,1:17.464,NoData,NoData
3899,114,50,18,19,18,1:18.706,NoData,NoData
3900,114,51,18,18,19,1:20.063,NoData,NoData
3901,115,23,3,4,1,1:15.529,NoData,NoData
3902,115,31,3,3,2,1:15.923,NoData,NoData
3903,115,30,6,1,3,1:16.047,NoData,NoData
3904,115,4,4,8,4,1:16.048,NoData,NoData
3905,115,22,6,2,5,1:16.143,NoData,NoData
3906,115,17,19,14,6,1:16.182,NoData,NoData
3907,115,44,7,20,7,1:16.598,NoData,NoData
3908,115,15,4,7,8,1:16.718,NoData,NoData
3909,115,43,7,21,9,1:16.826,NoData,NoData
3910,115,49,15,10,10,1:16.939,NoData,NoData
3911,115,14,1,5,11,1:17.024,NoData,NoData
3912,115,2,15,9,12,1:17.086,NoData,NoData
3913,115,42,19,15,13,1:17.337,NoData,NoData
3914,115,35,16,16,14,1:17.347,NoData,NoData
3915,115,50,18,19,15,1:18.014,NoData,NoData
3916,115,21,17,11,16,1:18.036,NoData,NoData
3917,115,18,16,17,17,1:18.205,NoData,NoData
3918,115,51,18,18,18,1:18.560,NoData,NoData
3919,115,52,17,12,19,1:18.692,NoData,NoData
3920,115,8,1,6,20,NoData,NoData,NoData
3921,116,8,1,6,1,1:31.523,NoData,NoData
3922,116,30,6,1,2,1:31.555,NoData,NoData
3923,116,23,3,4,3,1:31.619,NoData,NoData
3924,116,31,3,3,4,1:31.765,NoData,NoData
3925,116,22,6,2,5,1:31.780,NoData,NoData
3926,116,15,4,7,6,1:31.976,NoData,NoData
3927,116,44,7,20,7,1:32.350,NoData,NoData
3928,116,4,4,8,8,1:32.424,NoData,NoData
3929,116,14,1,5,9,1:32.742,NoData,NoData
3930,116,43,7,21,10,1:32.949,NoData,NoData
3931,116,17,19,14,11,1:33.066,NoData,NoData
3932,116,18,16,17,12,1:33.395,NoData,NoData
3933,116,21,17,11,13,1:33.553,NoData,NoData
3934,116,52,17,12,14,1:33.827,NoData,NoData
3935,116,49,15,10,15,1:34.000,NoData,NoData
3936,116,42,19,15,16,1:34.159,NoData,NoData
3937,116,35,16,16,17,1:34.596,NoData,NoData
3938,116,50,18,19,18,1:36.318,NoData,NoData
3939,116,51,18,18,19,1:36.485,NoData,NoData
3940,116,2,15,9,20,NoData,NoData,NoData
3941,117,23,3,4,1,1:15.019,NoData,NoData
3942,117,31,3,3,2,1:15.136,NoData,NoData
3943,117,30,6,1,3,1:15.480,NoData,NoData
3944,117,8,1,6,4,1:15.533,NoData,NoData
3945,117,14,1,5,5,1:15.628,NoData,NoData
3946,117,15,4,7,6,1:15.967,NoData,NoData
3947,117,4,4,8,7,1:16.087,NoData,NoData
3948,117,22,6,2,8,1:16.166,NoData,NoData
3949,117,17,19,14,9,1:16.308,NoData,NoData
3950,117,44,7,20,10,1:16.345,NoData,NoData
3951,117,42,19,15,11,1:16.965,NoData,NoData
3952,117,35,16,16,12,1:16.990,NoData,NoData
3953,117,43,7,21,13,1:17.068,NoData,NoData
3954,117,18,16,17,14,1:17.077,NoData,NoData
3955,117,2,15,9,15,1:17.445,NoData,NoData
3956,117,49,15,10,16,1:17.562,NoData,NoData
3957,117,21,17,11,17,1:18.431,NoData,NoData
3958,117,52,17,12,18,1:18.514,NoData,NoData
3959,117,50,18,19,19,1:18.709,NoData,NoData
3960,117,51,18,18,20,1:19.619,NoData,NoData
3961,118,22,6,2,1,1:21.209,NoData,NoData
3962,118,15,4,7,2,1:21.381,NoData,NoData
3963,118,8,1,6,3,1:21.695,NoData,NoData
3964,118,23,3,4,4,1:21.727,NoData,NoData
3965,118,30,6,1,5,1:21.867,NoData,NoData
3966,118,43,7,21,6,1:22.081,NoData,NoData
3967,118,31,3,3,7,1:22.214,NoData,NoData
3968,118,4,4,8,8,1:22.404,NoData,NoData
3969,118,35,16,16,9,1:22.591,NoData,NoData
3970,118,42,19,15,10,1:22.634,NoData,NoData
3971,118,17,19,14,11,1:22.647,NoData,NoData
3972,118,14,1,5,12,1:22.811,NoData,NoData
3973,118,44,7,20,13,1:23.042,NoData,NoData
3974,118,49,15,10,14,1:23.187,NoData,NoData
3975,118,21,17,11,15,1:23.574,NoData,NoData
3976,118,2,15,9,16,1:23.844,NoData,NoData
3977,118,52,17,12,17,1:24.385,NoData,NoData
3978,118,51,18,18,18,1:25.468,NoData,NoData
3979,118,50,18,19,19,1:25.759,NoData,NoData
3980,118,18,16,17,20,NoData,NoData,NoData
3981,119,31,3,3,1,1:15.167,NoData,NoData
3982,119,23,3,4,2,1:15.185,NoData,NoData
3983,119,22,6,2,3,1:15.488,NoData,NoData
3984,119,15,4,7,4,1:15.679,NoData,NoData
3985,119,8,1,6,5,1:15.874,NoData,NoData
3986,119,30,6,1,6,1:15.898,NoData,NoData
3987,119,44,7,20,7,1:16.034,NoData,NoData
3988,119,4,4,8,8,1:16.483,NoData,NoData
3989,119,43,7,21,9,1:16.550,NoData,NoData
3990,119,14,1,5,10,1:16.666,NoData,NoData
3991,119,17,19,14,11,1:16.775,NoData,NoData
3992,119,21,17,11,12,1:16.831,NoData,NoData
3993,119,35,16,16,13,1:17.090,NoData,NoData
3994,119,49,15,10,14,1:17.169,NoData,NoData
3995,119,2,15,9,15,1:17.557,NoData,NoData
3996,119,51,19,15,16,1:18.021,NoData,NoData
3997,119,18,16,17,17,1:18.085,NoData,NoData
3998,119,52,17,12,18,1:18.341,NoData,NoData
3999,119,50,18,19,19,1:19.023,NoData,NoData
4000,119,53,18,18,20,1:19.174,NoData,NoData
4001,120,4,4,8,1,1:21.688,NoData,NoData
4002,120,23,3,4,2,1:21.944,NoData,NoData
4003,120,17,19,14,3,1:22.027,NoData,NoData
4004,120,31,3,3,4,1:22.180,NoData,NoData
4005,120,22,6,2,5,1:22.180,NoData,NoData
4006,120,15,4,7,6,1:22.610,NoData,NoData
4007,120,8,1,6,7,1:22.742,NoData,NoData
4008,120,30,6,1,8,1:22.755,NoData,NoData
4009,120,14,1,5,9,1:23.060,NoData,NoData
4010,120,44,7,20,10,1:23.369,NoData,NoData
4011,120,2,15,9,11,1:23.621,NoData,NoData
4012,120,51,19,15,12,1:23.660,NoData,NoData
4013,120,21,17,11,13,1:23.726,NoData,NoData
4014,120,18,16,17,14,1:23.847,NoData,NoData
4015,120,43,7,21,15,1:23.982,NoData,NoData
4016,120,35,16,16,16,1:24.100,NoData,NoData
4017,120,49,15,10,17,1:24.569,NoData,NoData
4018,120,50,18,19,18,1:26.423,NoData,NoData
4019,120,47,17,12,19,1:26.678,NoData,NoData
4020,120,53,18,18,20,1:28.907,NoData,NoData
4021,121,30,6,1,1,1:20.963,NoData,NoData
4022,121,31,3,3,2,1:21.014,NoData,NoData
4023,121,22,6,2,3,1:21.242,NoData,NoData
4024,121,8,1,6,4,1:21.466,NoData,NoData
4025,121,48,3,4,5,1:21.834,NoData,NoData
4026,121,15,4,7,6,1:21.944,NoData,NoData
4027,121,18,16,17,7,1:22.301,NoData,NoData
4028,121,14,1,5,8,1:22.471,NoData,NoData
4029,121,44,7,20,9,1:22.488,NoData,NoData
4030,121,35,16,16,10,1:22.717,NoData,NoData
4031,121,17,19,14,11,1:22.754,NoData,NoData
4032,121,43,7,21,12,1:22.914,NoData,NoData
4033,121,21,17,11,13,1:22.992,NoData,NoData
4034,121,49,15,10,14,1:23.216,NoData,NoData
4035,121,51,19,15,15,1:23.484,NoData,NoData
4036,121,2,15,9,16,1:23.803,NoData,NoData
4037,121,50,18,19,17,1:25.078,NoData,NoData
4038,121,47,17,12,18,1:25.881,NoData,NoData
4039,121,53,18,18,19,1:26.778,NoData,NoData
4040,121,4,4,8,20,1:40.405,NoData,NoData
4041,122,8,1,6,1,1:11.670,NoData,NoData
4042,122,22,6,2,2,1:11.794,NoData,NoData
4043,122,44,7,20,3,1:11.920,NoData,NoData
4044,122,31,3,3,4,1:11.948,NoData,NoData
4045,122,23,3,4,5,1:12.078,NoData,NoData
4046,122,4,4,8,6,1:12.087,NoData,NoData
4047,122,30,6,1,7,1:12.194,NoData,NoData
4048,122,14,1,5,8,1:12.297,NoData,NoData
4049,122,43,7,21,9,1:12.326,NoData,NoData
4050,122,15,4,7,10,1:12.566,NoData,NoData
4051,122,18,16,17,11,1:12.695,NoData,NoData
4052,122,35,16,16,12,1:13.050,NoData,NoData
4053,122,2,15,9,13,1:13.083,NoData,NoData
4054,122,17,19,14,14,1:13.269,NoData,NoData
4055,122,49,15,10,15,1:13.447,NoData,NoData
4056,122,51,19,15,16,1:13.585,NoData,NoData
4057,122,21,17,11,17,1:13.798,NoData,NoData
4058,122,52,17,12,18,1:14.027,NoData,NoData
4059,122,50,18,19,19,1:15.360,NoData,NoData
4060,122,53,18,18,20,1:15.644,NoData,NoData
4061,123,22,6,2,1,1:31.713,NoData,NoData
4062,123,31,3,3,2,1:32.412,NoData,NoData
4063,123,43,7,21,3,1:32.419,NoData,NoData
4064,123,44,7,20,4,1:32.862,NoData,NoData
4065,123,4,4,8,5,1:33.044,NoData,NoData
4066,123,17,19,14,6,1:33.106,NoData,NoData
4067,123,14,1,5,7,1:33.137,NoData,NoData
4068,123,8,1,6,8,1:33.272,NoData,NoData
4069,123,18,16,17,9,1:33.474,NoData,NoData
4070,123,51,19,15,10,1:33.558,NoData,NoData
4071,123,2,15,9,11,1:33.632,NoData,NoData
4072,123,49,15,10,12,1:33.896,NoData,NoData
4073,123,11,16,16,13,1:33.924,NoData,NoData
4074,123,30,6,1,14,1:34.302,NoData,NoData
4075,123,52,17,12,15,1:34.771,NoData,NoData
4076,123,21,17,11,16,1:34.912,NoData,NoData
4077,123,50,18,19,17,1:34.975,NoData,NoData
4078,123,53,18,18,18,1:37.226,NoData,NoData
4079,123,23,3,4,19,NoData,NoData,NoData
4080,123,15,4,7,20,NoData,NoData,NoData
4081,90,30,6,1,1,1:24.408,NoData,NoData
4082,90,22,6,2,2,1:24.482,NoData,NoData
4083,90,31,3,3,3,1:24.998,NoData,NoData
4084,90,18,16,9,4,1:24.998,NoData,NoData
4085,90,4,4,8,5,1:25.699,NoData,NoData
4086,90,17,19,14,6,1:25.805,NoData,NoData
4087,90,11,16,10,7,1:25.851,NoData,NoData
4088,90,23,3,4,8,1:25.925,NoData,NoData
4089,90,15,4,7,9,1:26.290,NoData,NoData
4090,90,8,1,6,10,1:26.297,NoData,NoData
4091,90,13,15,12,11,1:27.065,NoData,NoData
4092,90,14,1,5,12,1:27.294,NoData,NoData
4093,90,43,7,16,13,1:27.823,NoData,NoData
4094,90,21,15,11,14,1:27.845,NoData,NoData
4095,90,2,17,18,15,1:28.178,NoData,NoData
4096,90,45,17,19,16,1:30.140,NoData,NoData
4097,90,47,18,21,17,1:30.681,NoData,NoData
4098,90,44,7,17,18,NoData,NoData,NoData
4099,90,32,19,15,19,NoData,NoData,NoData
4100,90,46,18,20,20,NoData,NoData,NoData
4101,91,30,6,1,1,1:33.074,NoData,NoData
4102,91,17,19,14,2,1:33.715,NoData,NoData
4103,91,22,6,2,3,1:33.756,NoData,NoData
4104,91,31,3,3,4,1:34.054,NoData,NoData
4105,91,8,1,6,5,1:34.164,NoData,NoData
4106,91,18,16,9,6,1:34.221,NoData,NoData
4107,91,23,3,4,7,1:34.235,NoData,NoData
4108,91,15,4,7,8,1:34.413,NoData,NoData
4109,91,14,1,5,9,1:34.602,NoData,NoData
4110,91,43,7,16,10,1:34.917,NoData,NoData
4111,91,13,15,12,11,1:35.039,NoData,NoData
4112,91,21,15,11,12,1:35.061,NoData,NoData
4113,91,32,19,15,13,1:35.158,NoData,NoData
4114,91,44,7,17,14,1:35.617,NoData,NoData
4115,91,2,17,18,15,1:36.569,NoData,NoData
4116,91,46,18,20,16,1:38.577,NoData,NoData
4117,91,47,18,21,17,1:39.272,NoData,NoData
4118,91,45,17,19,18,1:39.902,NoData,NoData
4119,91,4,4,8,19,NoData,NoData,NoData
4120,91,11,16,10,20,NoData,NoData,NoData
4121,92,30,6,1,1,1:30.139,NoData,NoData
4122,92,22,6,2,2,1:30.530,NoData,NoData
4123,92,31,3,3,3,1:30.581,NoData,NoData
4124,92,23,3,4,4,1:30.633,NoData,NoData
4125,92,11,16,10,5,1:30.827,NoData,NoData
4126,92,18,16,9,6,1:30.856,NoData,NoData
4127,92,15,4,7,7,1:30.971,NoData,NoData
4128,92,44,7,17,8,1:31.686,NoData,NoData
4129,92,43,7,16,9,1:31.717,NoData,NoData
4130,92,14,1,5,10,1:31.719,NoData,NoData
4131,92,21,15,11,11,1:31.731,NoData,NoData
4132,92,32,19,15,12,1:32.332,NoData,NoData
4133,92,13,15,12,13,1:32.536,NoData,NoData
4134,92,17,19,14,14,1:32.625,NoData,NoData
4135,92,2,17,18,15,1:33.506,NoData,NoData
4136,92,45,17,19,16,1:34.105,NoData,NoData
4137,92,4,4,8,17,1:34.130,NoData,NoData
4138,92,46,18,20,18,1:34.584,NoData,NoData
4139,92,47,18,21,19,1:35.787,NoData,NoData
4140,92,8,1,6,20,NoData,NoData,NoData
4141,93,18,16,9,1,1:19.753,NoData,NoData
4142,93,30,6,1,2,1:20.011,NoData,NoData
4143,93,31,3,3,3,1:20.212,NoData,NoData
4144,93,22,6,2,4,1:20.451,NoData,NoData
4145,93,23,3,4,5,1:20.538,NoData,NoData
4146,93,4,4,8,6,1:20.895,NoData,NoData
4147,93,11,16,10,7,1:20.913,NoData,NoData
4148,93,17,19,14,8,1:20.921,NoData,NoData
4149,93,15,4,7,9,1:21.034,NoData,NoData
4150,93,43,7,16,10,1:21.087,NoData,NoData
4151,93,14,1,5,11,1:21.091,NoData,NoData
4152,93,13,15,12,12,1:21.532,NoData,NoData
4153,93,44,7,17,13,1:21.558,NoData,NoData
4154,93,32,19,15,14,1:21.949,NoData,NoData
4155,93,45,17,19,15,1:23.352,NoData,NoData
4156,93,2,17,18,16,1:23.488,NoData,NoData
4157,93,46,18,20,17,1:26.899,NoData,NoData
4158,93,47,18,21,18,1:46.299,NoData,NoData
4159,93,21,15,11,19,NoData,NoData,NoData
4160,93,8,1,6,20,NoData,NoData,NoData
4161,94,30,6,1,1,1:15.022,NoData,NoData
4162,94,31,3,3,2,1:15.639,NoData,NoData
4163,94,11,16,10,3,1:15.809,NoData,NoData
4164,94,15,4,7,4,1:16.144,NoData,NoData
4165,94,22,6,2,5,1:16.272,NoData,NoData
4166,94,23,3,4,6,1:16.293,NoData,NoData
4167,94,44,7,17,7,1:16.313,NoData,NoData
4168,94,4,4,8,8,1:16.422,NoData,NoData
4169,94,17,19,14,9,1:16.514,NoData,NoData
4170,94,14,1,5,10,1:16.636,NoData,NoData
4171,94,43,7,16,11,1:17.038,NoData,NoData
4172,94,21,15,11,12,1:17.444,NoData,NoData
4173,94,8,1,6,13,1:17.445,NoData,NoData
4174,94,18,16,9,14,1:17.575,NoData,NoData
4175,94,2,17,18,15,1:17.802,NoData,NoData
4176,94,32,19,15,16,1:17.812,NoData,NoData
4177,94,13,15,12,17,1:17.866,NoData,NoData
4178,94,46,18,20,18,1:19.817,NoData,NoData
4179,94,45,17,19,19,1:20.607,NoData,NoData
4180,94,47,18,21,20,1:21.470,NoData,NoData
4181,95,15,4,7,1,1:13.985,NoData,NoData
4182,95,23,3,4,2,1:14.345,NoData,NoData
4183,95,18,16,9,3,1:14.396,NoData,NoData
4184,95,4,4,8,4,1:14.408,NoData,NoData
4185,95,30,6,1,5,1:14.516,NoData,NoData
4186,95,8,1,6,6,1:14.592,NoData,NoData
4187,95,22,6,2,7,1:14.716,NoData,NoData
4188,95,11,16,10,8,1:14.827,NoData,NoData
4189,95,14,1,5,9,1:14.951,NoData,NoData
4190,95,31,3,3,10,1:15.039,NoData,NoData
4191,95,21,15,11,11,1:15.352,NoData,NoData
4192,95,17,19,14,12,1:15.725,NoData,NoData
4193,95,44,7,17,13,1:15.859,NoData,NoData
4194,95,32,19,15,14,1:15.919,NoData,NoData
4195,95,43,7,16,15,1:16.169,NoData,NoData
4196,95,13,15,12,16,1:16.248,NoData,NoData
4197,95,2,17,18,17,1:16.488,NoData,NoData
4198,95,45,17,19,18,1:17.443,NoData,NoData
4199,95,47,18,21,19,1:20.060,NoData,NoData
4200,95,46,18,20,20,1:20.115,NoData,NoData
4201,96,30,6,1,1,1:28.351,NoData,NoData
4202,96,11,16,10,2,1:28.986,NoData,NoData
4203,96,15,4,7,3,1:29.135,NoData,NoData
4204,96,8,1,6,4,1:29.137,NoData,NoData
4205,96,18,16,9,5,1:29.245,NoData,NoData
4206,96,4,4,8,6,1:29.313,NoData,NoData
4207,96,22,6,2,7,1:29.353,NoData,NoData
4208,96,31,3,3,8,1:29.354,NoData,NoData
4209,96,23,3,4,9,1:29.459,NoData,NoData
4210,96,44,7,17,10,1:29.697,NoData,NoData
4211,96,43,7,16,11,1:29.706,NoData,NoData
4212,96,32,19,15,12,1:31.431,NoData,NoData
4213,96,2,17,18,13,1:31.604,NoData,NoData
4214,96,17,19,14,14,1:31.797,NoData,NoData
4215,96,45,17,19,15,1:31.979,NoData,NoData
4216,96,13,15,12,16,1:31.982,NoData,NoData
4217,96,47,18,21,17,1:34.398,NoData,NoData
4218,96,14,1,5,18,NoData,NoData,NoData
4219,96,21,15,11,19,NoData,NoData,NoData
4220,96,46,18,20,20,NoData,NoData,NoData
4221,97,23,3,4,1,1:12.275,NoData,NoData
4222,97,18,16,9,2,1:12.341,NoData,NoData
4223,97,15,4,7,3,1:13.023,NoData,NoData
4224,97,31,3,3,4,1:13.072,NoData,NoData
4225,97,4,4,8,5,1:13.308,NoData,NoData
4226,97,30,6,1,6,1:13.355,NoData,NoData
4227,97,22,6,2,7,1:13.562,NoData,NoData
4228,97,8,1,6,8,1:13.595,NoData,NoData
4229,97,14,1,5,9,1:13.681,NoData,NoData
4230,97,32,19,15,10,1:14.532,NoData,NoData
4231,97,21,15,11,11,1:14.674,NoData,NoData
4232,97,43,7,16,12,1:14.851,NoData,NoData
4233,97,44,7,17,13,1:14.891,NoData,NoData
4234,97,17,19,14,14,1:15.148,NoData,NoData
4235,97,2,17,18,15,1:15.321,NoData,NoData
4236,97,10,17,19,16,1:16.323,NoData,NoData
4237,97,11,16,10,17,1:17.004,NoData,NoData
4238,97,47,18,21,18,1:17.064,NoData,NoData
4239,97,13,15,12,19,NoData,NoData,NoData
4240,97,46,18,20,20,NoData,NoData,NoData
4241,98,22,6,2,1,1:10.223,NoData,NoData
4242,98,30,6,1,2,1:10.400,NoData,NoData
4243,98,11,16,10,3,1:10.601,NoData,NoData
4244,98,18,16,9,4,1:10.820,NoData,NoData
4245,98,31,3,3,5,1:11.062,NoData,NoData
4246,98,23,3,4,6,1:11.106,NoData,NoData
4247,98,8,1,6,7,1:11.137,NoData,NoData
4248,98,44,7,17,8,1:11.167,NoData,NoData
4249,98,4,4,8,9,1:11.185,NoData,NoData
4250,98,17,19,14,10,1:11.286,NoData,NoData
4251,98,43,7,16,11,1:11.691,NoData,NoData
4252,98,14,1,5,12,1:12.026,NoData,NoData
4253,98,32,19,15,13,1:12.170,NoData,NoData
4254,98,21,15,11,14,1:12.470,NoData,NoData
4255,98,13,15,12,15,1:12.721,NoData,NoData
4256,98,2,17,18,16,1:13.147,NoData,NoData
4257,98,45,17,19,17,1:13.375,NoData,NoData
4258,98,46,18,20,18,1:14.010,NoData,NoData
4259,98,47,18,21,19,1:14.812,NoData,NoData
4260,98,15,4,7,20,NoData,NoData,NoData
4261,99,4,4,8,1,1:13.698,NoData,NoData
4262,99,30,6,1,2,1:13.971,NoData,NoData
4263,99,14,1,5,3,1:13.987,NoData,NoData
4264,99,18,16,9,4,1:13.995,NoData,NoData
4265,99,15,4,7,5,1:14.070,NoData,NoData
4266,99,31,3,3,6,1:14.172,NoData,NoData
4267,99,11,16,10,7,1:14.240,NoData,NoData
4268,99,48,3,4,8,1:14.275,NoData,NoData
4269,99,8,1,6,9,1:14.346,NoData,NoData
4270,99,22,6,2,10,1:14.478,NoData,NoData
4271,99,43,7,16,11,1:14.553,NoData,NoData
4272,99,17,19,14,12,1:14.798,NoData,NoData
4273,99,32,19,15,13,1:15.065,NoData,NoData
4274,99,44,7,17,14,1:15.130,NoData,NoData
4275,99,21,15,11,15,1:16.177,NoData,NoData
4276,99,13,15,12,16,1:16.200,NoData,NoData
4277,99,2,17,18,17,1:16.807,NoData,NoData
4278,99,45,17,19,18,1:17.462,NoData,NoData
4279,99,46,18,20,19,1:17.913,NoData,NoData
4280,99,47,18,21,20,1:18.247,NoData,NoData
4281,100,8,1,6,1,1:18.233,NoData,NoData
4282,100,22,6,2,2,1:18.305,NoData,NoData
4283,100,18,16,9,3,1:18.580,NoData,NoData
4284,100,30,6,1,4,1:18.710,NoData,NoData
4285,100,15,4,7,5,1:18.715,NoData,NoData
4286,100,4,4,8,6,1:18.811,NoData,NoData
4287,100,14,1,5,7,1:19.148,NoData,NoData
4288,100,31,3,3,8,1:19.378,NoData,NoData
4289,100,11,16,10,9,1:19.688,NoData,NoData
